idx_simulacao;dados;mec_ausencia;pct_ausencia;cluster_algorithm;dim_x_som;dim_y_som;sigma_som;lr_som;max_iter_som;n_clusters_kmd;n_clusters_aggcl;affinity_aggcl;metric_dbscan;min_samples_dbscan;eps_dbscan;order_cluster;order_column;n_clusters_knn
5110158;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;tupleMoreMissing;moreCorrelation;10
5110159;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;tupleMoreMissing;moreMissing;10
5110160;california;MAR;0,1;som;1;12;0,5;0,7;50;;;;;;;tupleMoreMissing;noSort;10
5110161;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;fieldLessMissing;lessCorrelation;1
5110162;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;fieldLessMissing;lessMissing;1
5110163;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;fieldLessMissing;moreCorrelation;1
5110164;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;fieldLessMissing;moreMissing;1
5110165;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;fieldLessMissing;noSort;1
5110166;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;fieldMoreMissing;lessCorrelation;1
5110167;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;fieldMoreMissing;lessMissing;1
5110168;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;fieldMoreMissing;moreCorrelation;1
5110169;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;fieldMoreMissing;moreMissing;1
5110170;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;fieldMoreMissing;noSort;1
5110171;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;fieldPerTupleLessMissing;lessCorrelation;1
5110172;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;fieldPerTupleLessMissing;lessMissing;1
5110173;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;fieldPerTupleLessMissing;moreCorrelation;1
5110174;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;fieldPerTupleLessMissing;moreMissing;1
5110175;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;fieldPerTupleLessMissing;noSort;1
5110176;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;fieldPerTupleMoreMissing;lessCorrelation;1
5110177;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;fieldPerTupleMoreMissing;lessMissing;1
5110178;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;fieldPerTupleMoreMissing;moreCorrelation;1
5110179;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;fieldPerTupleMoreMissing;moreMissing;1
5110180;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;fieldPerTupleMoreMissing;noSort;1
5110181;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;noSort;lessCorrelation;1
5110182;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;noSort;lessMissing;1
5110183;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;noSort;moreCorrelation;1
5110184;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;noSort;moreMissing;1
5110185;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;noSort;noSort;1
5110186;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;random;lessCorrelation;1
5110187;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;random;lessMissing;1
5110188;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;random;moreCorrelation;1
5110189;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;random;moreMissing;1
